danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.869,0.557,11,-7.112,0,0.384,0.577,0.0,0.139,0.629,124.927,audio_features,7LTCmtMpf3JPfBE8gAl64z,spotify:track:7LTCmtMpf3JPfBE8gAl64z,https://api.spotify.com/v1/tracks/7LTCmtMpf3JPfBE8gAl64z,https://api.spotify.com/v1/audio-analysis/7LTCmtMpf3JPfBE8gAl64z,230836,4
0.593,0.724,2,-7.162,1,0.33,0.0896,0.0,0.648,0.58,81.308,audio_features,3DFkDKoILOZ3an5oJzKDNZ,spotify:track:3DFkDKoILOZ3an5oJzKDNZ,https://api.spotify.com/v1/tracks/3DFkDKoILOZ3an5oJzKDNZ,https://api.spotify.com/v1/audio-analysis/3DFkDKoILOZ3an5oJzKDNZ,217914,4
0.558,0.657,1,-4.853,1,0.232,0.132,0.0,0.147,0.5,91.306,audio_features,2hkcNrUwTVwKqjfUO1Kx3d,spotify:track:2hkcNrUwTVwKqjfUO1Kx3d,https://api.spotify.com/v1/tracks/2hkcNrUwTVwKqjfUO1Kx3d,https://api.spotify.com/v1/audio-analysis/2hkcNrUwTVwKqjfUO1Kx3d,177893,4
0.915,0.618,7,-8.581,1,0.0881,0.0137,5.23e-06,0.18,0.154,140.964,audio_features,7GkZ2cx7i74zu1piQy3i6T,spotify:track:7GkZ2cx7i74zu1piQy3i6T,https://api.spotify.com/v1/tracks/7GkZ2cx7i74zu1piQy3i6T,https://api.spotify.com/v1/audio-analysis/7GkZ2cx7i74zu1piQy3i6T,150680,4
0.665,0.688,11,-6.024,1,0.28,0.0123,0.0,0.0851,0.272,167.056,audio_features,1WzuY075zswuk0pgMNrqCT,spotify:track:1WzuY075zswuk0pgMNrqCT,https://api.spotify.com/v1/tracks/1WzuY075zswuk0pgMNrqCT,https://api.spotify.com/v1/audio-analysis/1WzuY075zswuk0pgMNrqCT,155207,4
0.825,0.714,1,-4.645,1,0.0583,0.0615,4.75e-05,0.234,0.292,128.026,audio_features,3KSfYydFjoi6TjH2lyIhI9,spotify:track:3KSfYydFjoi6TjH2lyIhI9,https://api.spotify.com/v1/tracks/3KSfYydFjoi6TjH2lyIhI9,https://api.spotify.com/v1/audio-analysis/3KSfYydFjoi6TjH2lyIhI9,196419,4
0.739,0.536,1,-10.843,1,0.308,0.231,0.0,0.35,0.64,82.549,audio_features,7icwQvajsokotDfM3tefW6,spotify:track:7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/tracks/7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/audio-analysis/7icwQvajsokotDfM3tefW6,154120,4
0.822,0.64,8,-10.131,1,0.31,0.119,2.17e-06,0.29,0.611,142.106,audio_features,5ia8VbDkfzWBjC6f3bOTt1,spotify:track:5ia8VbDkfzWBjC6f3bOTt1,https://api.spotify.com/v1/tracks/5ia8VbDkfzWBjC6f3bOTt1,https://api.spotify.com/v1/audio-analysis/5ia8VbDkfzWBjC6f3bOTt1,208839,4
0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,audio_features,67nepsnrcZkowTxMWigSbb,spotify:track:67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/audio-analysis/67nepsnrcZkowTxMWigSbb,246134,4
0.646,0.758,2,-5.673,1,0.398,0.531,0.0,0.363,0.407,73.318,audio_features,4EKfEZ89t2DzU41RbsyFC6,spotify:track:4EKfEZ89t2DzU41RbsyFC6,https://api.spotify.com/v1/tracks/4EKfEZ89t2DzU41RbsyFC6,https://api.spotify.com/v1/audio-analysis/4EKfEZ89t2DzU41RbsyFC6,253760,4
