danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.452,0.0983,0,-16.181,1,0.0417,0.953,0.918,0.0972,0.0747,134.067,audio_features,3yyVqUxOKGgH47iUGNEyVB,spotify:track:3yyVqUxOKGgH47iUGNEyVB,https://api.spotify.com/v1/tracks/3yyVqUxOKGgH47iUGNEyVB,https://api.spotify.com/v1/audio-analysis/3yyVqUxOKGgH47iUGNEyVB,206000,4
0.506,0.166,5,-19.17,1,0.0333,0.884,0.914,0.101,0.167,111.977,audio_features,022W2iG3WhA3fFIKGhR07y,spotify:track:022W2iG3WhA3fFIKGhR07y,https://api.spotify.com/v1/tracks/022W2iG3WhA3fFIKGhR07y,https://api.spotify.com/v1/audio-analysis/022W2iG3WhA3fFIKGhR07y,193613,4
0.517,0.24,5,-12.624,1,0.0343,0.943,0.95,0.132,0.205,113.101,audio_features,3yuGg1Z1kHMoXVMv7iGg6E,spotify:track:3yuGg1Z1kHMoXVMv7iGg6E,https://api.spotify.com/v1/tracks/3yuGg1Z1kHMoXVMv7iGg6E,https://api.spotify.com/v1/audio-analysis/3yuGg1Z1kHMoXVMv7iGg6E,212144,4
0.409,0.223,5,-16.793,0,0.0342,0.968,0.831,0.113,0.287,103.936,audio_features,30qiKII7quQgj7xBz9hL74,spotify:track:30qiKII7quQgj7xBz9hL74,https://api.spotify.com/v1/tracks/30qiKII7quQgj7xBz9hL74,https://api.spotify.com/v1/audio-analysis/30qiKII7quQgj7xBz9hL74,164309,4
0.302,0.187,9,-21.156,0,0.032,0.896,0.919,0.112,0.0912,112.264,audio_features,1dyjTzH2OBunqoXYhDPRUn,spotify:track:1dyjTzH2OBunqoXYhDPRUn,https://api.spotify.com/v1/tracks/1dyjTzH2OBunqoXYhDPRUn,https://api.spotify.com/v1/audio-analysis/1dyjTzH2OBunqoXYhDPRUn,181249,3
0.433,0.267,5,-15.967,1,0.0388,0.973,0.896,0.103,0.0928,119.322,audio_features,2mKGI5TnGVSWbloCZlma6B,spotify:track:2mKGI5TnGVSWbloCZlma6B,https://api.spotify.com/v1/tracks/2mKGI5TnGVSWbloCZlma6B,https://api.spotify.com/v1/audio-analysis/2mKGI5TnGVSWbloCZlma6B,191843,4
0.49,0.226,10,-11.511,1,0.0403,0.952,0.00606,0.121,0.294,138.376,audio_features,5Iqw3KNZYs88Lwz8kM7Aqt,spotify:track:5Iqw3KNZYs88Lwz8kM7Aqt,https://api.spotify.com/v1/tracks/5Iqw3KNZYs88Lwz8kM7Aqt,https://api.spotify.com/v1/audio-analysis/5Iqw3KNZYs88Lwz8kM7Aqt,223829,5
0.415,0.148,8,-19.697,1,0.0355,0.988,0.958,0.129,0.303,54.914,audio_features,4eaogpCx2UNkKylwlDNGJ7,spotify:track:4eaogpCx2UNkKylwlDNGJ7,https://api.spotify.com/v1/tracks/4eaogpCx2UNkKylwlDNGJ7,https://api.spotify.com/v1/audio-analysis/4eaogpCx2UNkKylwlDNGJ7,152696,4
0.524,0.158,0,-18.671,1,0.0314,0.902,0.86,0.101,0.0967,58.566,audio_features,7EtNoLrxsmfFxXTgVdEpPo,spotify:track:7EtNoLrxsmfFxXTgVdEpPo,https://api.spotify.com/v1/tracks/7EtNoLrxsmfFxXTgVdEpPo,https://api.spotify.com/v1/audio-analysis/7EtNoLrxsmfFxXTgVdEpPo,201280,4
0.454,0.122,1,-15.55,1,0.0335,0.95,0.149,0.325,0.285,105.309,audio_features,0FFYwlRnQbuQhfW2pbzIgv,spotify:track:0FFYwlRnQbuQhfW2pbzIgv,https://api.spotify.com/v1/tracks/0FFYwlRnQbuQhfW2pbzIgv,https://api.spotify.com/v1/audio-analysis/0FFYwlRnQbuQhfW2pbzIgv,227992,4
0.344,0.202,9,-16.063,1,0.03,0.945,0.794,0.112,0.156,76.076,audio_features,2fTGteXpvwsNG8K83YyhRb,spotify:track:2fTGteXpvwsNG8K83YyhRb,https://api.spotify.com/v1/tracks/2fTGteXpvwsNG8K83YyhRb,https://api.spotify.com/v1/audio-analysis/2fTGteXpvwsNG8K83YyhRb,353773,3
0.385,0.258,6,-16.037,1,0.0321,0.957,0.889,0.0794,0.2,108.03,audio_features,32BL3Zghn1hSCgpgLSrUqc,spotify:track:32BL3Zghn1hSCgpgLSrUqc,https://api.spotify.com/v1/tracks/32BL3Zghn1hSCgpgLSrUqc,https://api.spotify.com/v1/audio-analysis/32BL3Zghn1hSCgpgLSrUqc,221392,4
0.479,0.12,5,-17.078,1,0.0369,0.976,0.874,0.0974,0.308,115.911,audio_features,1O8ViqXWjVY5e6vOuR2xd8,spotify:track:1O8ViqXWjVY5e6vOuR2xd8,https://api.spotify.com/v1/tracks/1O8ViqXWjVY5e6vOuR2xd8,https://api.spotify.com/v1/audio-analysis/1O8ViqXWjVY5e6vOuR2xd8,284369,4
