danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.661,0.722,2,-7.456,0,0.0315,0.0116,0.000248,0.278,0.606,117.022,audio_features,05pXqEs4ouaP0dN9iZW7Qa,spotify:track:05pXqEs4ouaP0dN9iZW7Qa,https://api.spotify.com/v1/tracks/05pXqEs4ouaP0dN9iZW7Qa,https://api.spotify.com/v1/audio-analysis/05pXqEs4ouaP0dN9iZW7Qa,204853,4
0.751,0.897,9,-3.618,1,0.043,0.0522,0.0,0.382,0.871,126.967,audio_features,3WmWlCvrYfF8EJQOi4YiYZ,spotify:track:3WmWlCvrYfF8EJQOi4YiYZ,https://api.spotify.com/v1/tracks/3WmWlCvrYfF8EJQOi4YiYZ,https://api.spotify.com/v1/audio-analysis/3WmWlCvrYfF8EJQOi4YiYZ,217733,4
0.752,0.895,11,-6.29,1,0.0424,0.0213,0.0,0.537,0.972,128.482,audio_features,0xJCFn6sMc3jgPmraCK0l6,spotify:track:0xJCFn6sMc3jgPmraCK0l6,https://api.spotify.com/v1/tracks/0xJCFn6sMc3jgPmraCK0l6,https://api.spotify.com/v1/audio-analysis/0xJCFn6sMc3jgPmraCK0l6,217893,4
0.717,0.848,9,-4.927,0,0.0272,0.011,0.0,0.129,0.661,122.045,audio_features,2GLDBTQkcfru1wtceW57bF,spotify:track:2GLDBTQkcfru1wtceW57bF,https://api.spotify.com/v1/tracks/2GLDBTQkcfru1wtceW57bF,https://api.spotify.com/v1/audio-analysis/2GLDBTQkcfru1wtceW57bF,230413,4
0.801,0.812,6,-4.048,0,0.104,0.0711,0.0,0.203,0.796,127.983,audio_features,6avuE0GdAll0hjio9uUIrz,spotify:track:6avuE0GdAll0hjio9uUIrz,https://api.spotify.com/v1/tracks/6avuE0GdAll0hjio9uUIrz,https://api.spotify.com/v1/audio-analysis/6avuE0GdAll0hjio9uUIrz,178253,4
0.71,0.818,8,-7.567,1,0.0319,0.0517,0.000191,0.043,0.804,119.993,audio_features,3X9B7yIpLasUU5j4GPXogp,spotify:track:3X9B7yIpLasUU5j4GPXogp,https://api.spotify.com/v1/tracks/3X9B7yIpLasUU5j4GPXogp,https://api.spotify.com/v1/audio-analysis/3X9B7yIpLasUU5j4GPXogp,223160,4
0.686,0.884,2,-4.353,1,0.046,0.0882,0.0,0.107,0.671,127.898,audio_features,6Ek5Chnk0MvFciidgQbfLw,spotify:track:6Ek5Chnk0MvFciidgQbfLw,https://api.spotify.com/v1/tracks/6Ek5Chnk0MvFciidgQbfLw,https://api.spotify.com/v1/audio-analysis/6Ek5Chnk0MvFciidgQbfLw,180040,4
0.719,0.83,2,-4.202,1,0.0295,0.263,4.39e-05,0.123,0.893,125.029,audio_features,57kEWVCDHNtlziIEavbV2Q,spotify:track:57kEWVCDHNtlziIEavbV2Q,https://api.spotify.com/v1/tracks/57kEWVCDHNtlziIEavbV2Q,https://api.spotify.com/v1/audio-analysis/57kEWVCDHNtlziIEavbV2Q,222600,4
0.72,0.932,10,-4.204,1,0.0414,0.0976,1.4e-06,0.0673,0.918,130.928,audio_features,4cSSAsYt4afPzyaBdO0WVs,spotify:track:4cSSAsYt4afPzyaBdO0WVs,https://api.spotify.com/v1/tracks/4cSSAsYt4afPzyaBdO0WVs,https://api.spotify.com/v1/audio-analysis/4cSSAsYt4afPzyaBdO0WVs,192627,4
0.667,0.821,11,-5.565,1,0.0398,0.0941,3.14e-06,0.0579,0.638,121.027,audio_features,3fGkWWpjU3xghZbKa2rQUW,spotify:track:3fGkWWpjU3xghZbKa2rQUW,https://api.spotify.com/v1/tracks/3fGkWWpjU3xghZbKa2rQUW,https://api.spotify.com/v1/audio-analysis/3fGkWWpjU3xghZbKa2rQUW,224992,4
0.704,0.934,7,-4.528,1,0.0728,0.0285,0.0,0.288,0.494,121.014,audio_features,1JlczCvmw3K2MizmtDvfp3,spotify:track:1JlczCvmw3K2MizmtDvfp3,https://api.spotify.com/v1/tracks/1JlczCvmw3K2MizmtDvfp3,https://api.spotify.com/v1/audio-analysis/1JlczCvmw3K2MizmtDvfp3,191053,4
0.716,0.695,5,-5.25,1,0.0354,0.00643,1.5e-05,0.108,0.684,117.966,audio_features,0oUlljswfmHwdNpjHnn8Ii,spotify:track:0oUlljswfmHwdNpjHnn8Ii,https://api.spotify.com/v1/tracks/0oUlljswfmHwdNpjHnn8Ii,https://api.spotify.com/v1/audio-analysis/0oUlljswfmHwdNpjHnn8Ii,190907,4
0.7,0.892,1,-4.097,1,0.104,0.0496,0.0,0.096,0.667,128.005,audio_features,3ML92qAQ18YE1OcCMYDy5Z,spotify:track:3ML92qAQ18YE1OcCMYDy5Z,https://api.spotify.com/v1/tracks/3ML92qAQ18YE1OcCMYDy5Z,https://api.spotify.com/v1/audio-analysis/3ML92qAQ18YE1OcCMYDy5Z,191680,4
